Origin,Destination,BusType,DepDateTime,ArrDateTime,Profit
B1,E1,T1,2020-01-02 07:45:00,2020-01-02 11:39:00,380.273967943571
B1,E2,T1,2020-01-02 06:45:00,2020-01-02 10:30:00,378.211358285286
B1,E3,T1,2020-01-02 06:15:00,2020-01-02 10:02:00,382.791960330043
B1,E4,T1,2020-01-02 07:45:00,2020-01-02 11:45:00,379.893435772815
B1,E5,T1,2020-01-02 09:30:00,2020-01-02 13:19:00,380.075794187561
B2,A1,T1,2020-01-02 08:15:00,2020-01-02 10:22:00,210.802747655695
B2,A2,T1,2020-01-02 06:00:00,2020-01-02 08:15:00,219.557702243088
B2,A3,T1,2020-01-02 06:15:00,2020-01-02 08:30:00,214.680747556548
B2,A4,T1,2020-01-02 07:45:00,2020-01-02 09:54:00,212.602143230318
B2,A5,T1,2020-01-02 05:30:00,2020-01-02 07:48:00,219.156608967072
B2,C1,T1,2020-01-02 06:00:00,2020-01-02 09:04:00,309.071736526127
B2,C2,T1,2020-01-02 09:45:00,2020-01-02 12:58:00,306.572200785743
B2,C3,T1,2020-01-02 09:15:00,2020-01-02 12:21:00,304.337286019473
B2,C4,T1,2020-01-02 09:30:00,2020-01-02 12:38:00,305.969878366659
B2,C5,T1,2020-01-02 05:45:00,2020-01-02 08:59:00,307.370664998597
B2,D1,T1,2020-01-02 09:45:00,2020-01-02 13:17:00,354.701184447088
B2,D2,T1,2020-01-02 05:15:00,2020-01-02 08:59:00,357.434835938473
B2,D3,T1,2020-01-02 06:00:00,2020-01-02 09:44:00,350.640273414638
B2,D4,T1,2020-01-02 07:30:00,2020-01-02 11:05:00,359.695204117385
B2,D5,T1,2020-01-02 08:15:00,2020-01-02 11:47:00,356.160342276776
B2,E1,T1,2020-01-02 06:30:00,2020-01-02 10:28:00,378.585063277795
B2,E2,T1,2020-01-02 07:45:00,2020-01-02 11:43:00,375.689206914426
B2,E3,T1,2020-01-02 09:00:00,2020-01-02 13:00:00,378.974083127838
B2,E4,T1,2020-01-02 09:30:00,2020-01-02 13:23:00,381.585219316627
B2,E5,T1,2020-01-02 07:15:00,2020-01-02 11:13:00,380.441420327008
B3,A1,T1,2020-01-02 05:30:00,2020-01-02 07:44:00,214.047464713244
B3,A2,T1,2020-01-02 06:00:00,2020-01-02 08:13:00,217.522550084196
B3,A3,T1,2020-01-02 05:00:00,2020-01-02 07:18:00,217.257295076434
B3,A4,T1,2020-01-02 08:30:00,2020-01-02 10:40:00,212.257548062448
B3,A5,T1,2020-01-02 09:00:00,2020-01-02 11:16:00,218.604073090774
B3,C1,T1,2020-01-02 06:15:00,2020-01-02 09:17:00,305.160612863254
B3,C2,T1,2020-01-02 08:45:00,2020-01-02 11:56:00,305.077413010516
B3,C3,T1,2020-01-02 07:45:00,2020-01-02 10:52:00,300.894690259202
B3,C4,T1,2020-01-02 06:30:00,2020-01-02 09:38:00,302.320745760179
B3,C5,T1,2020-01-02 08:15:00,2020-01-02 11:26:00,303.677562347435
B3,D1,T1,2020-01-02 07:30:00,2020-01-02 11:00:00,358.445048208152
B3,D2,T1,2020-01-02 09:30:00,2020-01-02 13:15:00,358.47255052226
B3,D3,T1,2020-01-02 05:30:00,2020-01-02 09:11:00,351.388611205994
B3,D4,T1,2020-01-02 06:15:00,2020-01-02 09:59:00,351.552834372582
B3,D5,T1,2020-01-02 05:15:00,2020-01-02 08:51:00,357.143192616585
B3,E1,T1,2020-01-02 07:00:00,2020-01-02 10:59:00,381.17608706028
B3,E2,T1,2020-01-02 08:30:00,2020-01-02 12:30:00,381.779536719283
B3,E3,T1,2020-01-02 09:45:00,2020-01-02 13:31:00,377.769419600958
B3,E4,T1,2020-01-02 08:15:00,2020-01-02 12:04:00,382.992145998992
B3,E5,T1,2020-01-02 05:15:00,2020-01-02 09:11:00,378.94402928992
B4,A1,T1,2020-01-02 07:45:00,2020-01-02 09:51:00,217.345009183704
B4,A2,T1,2020-01-02 05:45:00,2020-01-02 08:05:00,215.174229654859
B4,A3,T1,2020-01-02 09:00:00,2020-01-02 11:21:00,215.698832666934
B4,A4,T1,2020-01-02 07:45:00,2020-01-02 09:57:00,216.531723730767
B4,A5,T1,2020-01-02 06:30:00,2020-01-02 08:48:00,214.238214470987
B4,C1,T1,2020-01-02 05:45:00,2020-01-02 08:56:00,307.502688164709
B4,C2,T1,2020-01-02 05:00:00,2020-01-02 08:03:00,309.443915130327
B4,C3,T1,2020-01-02 09:30:00,2020-01-02 12:37:00,309.82258255988
B4,C4,T1,2020-01-02 09:00:00,2020-01-02 12:03:00,307.463887080423
B4,C5,T1,2020-01-02 08:15:00,2020-01-02 11:18:00,306.475036862304
B4,D1,T1,2020-01-02 07:45:00,2020-01-02 11:30:00,357.628859948535
B4,D2,T1,2020-01-02 09:15:00,2020-01-02 12:58:00,350.145237687364
B4,D3,T1,2020-01-02 08:30:00,2020-01-02 12:02:00,351.264139236813
B4,D4,T1,2020-01-02 05:00:00,2020-01-02 08:40:00,350.263548608472
B4,D5,T1,2020-01-02 05:45:00,2020-01-02 09:16:00,358.141714101871
B4,E1,T1,2020-01-02 07:00:00,2020-01-02 10:55:00,381.092500757188
B4,E2,T1,2020-01-02 06:00:00,2020-01-02 09:57:00,379.867220333717
B4,E3,T1,2020-01-02 07:15:00,2020-01-02 11:15:00,380.701002672384
B4,E4,T1,2020-01-02 09:00:00,2020-01-02 12:55:00,382.354565899272
B4,E5,T1,2020-01-02 09:15:00,2020-01-02 13:11:00,381.681229683227
B5,A1,T1,2020-01-02 05:30:00,2020-01-02 07:46:00,214.696771940738
B5,A2,T1,2020-01-02 07:45:00,2020-01-02 10:01:00,219.698901265163
B5,A3,T1,2020-01-02 07:00:00,2020-01-02 09:17:00,214.956245228229
B5,A4,T1,2020-01-02 06:00:00,2020-01-02 08:10:00,219.367682571373
B5,A5,T1,2020-01-02 05:00:00,2020-01-02 07:13:00,219.43930440527
B5,C1,T1,2020-01-02 07:00:00,2020-01-02 10:06:00,303.034838638852
B5,C2,T1,2020-01-02 09:15:00,2020-01-02 12:23:00,300.89117244753
B5,C3,T1,2020-01-02 09:45:00,2020-01-02 12:59:00,300.398049702631
B5,C4,T1,2020-01-02 06:00:00,2020-01-02 09:12:00,306.583146689313
B5,C5,T1,2020-01-02 06:00:00,2020-01-02 09:06:00,305.736426630274
B5,D1,T1,2020-01-02 08:45:00,2020-01-02 12:27:00,350.737648317294
B5,D2,T1,2020-01-02 09:15:00,2020-01-02 12:55:00,359.382456584545
B5,D3,T1,2020-01-02 07:45:00,2020-01-02 11:22:00,357.762274071635
B5,D4,T1,2020-01-02 08:00:00,2020-01-02 11:42:00,350.645700811066
B5,D5,T1,2020-01-02 07:45:00,2020-01-02 11:19:00,354.108084203755
B5,E1,T1,2020-01-02 06:45:00,2020-01-02 10:37:00,380.816131871922
B5,E2,T1,2020-01-02 05:30:00,2020-01-02 09:30:00,376.328619089385
B5,E3,T1,2020-01-02 05:45:00,2020-01-02 09:31:00,384.713444528993
B5,E4,T1,2020-01-02 05:30:00,2020-01-02 09:27:00,376.933760993415
B5,E5,T1,2020-01-02 09:30:00,2020-01-02 13:21:00,376.013316378318
C1,A1,T1,2020-01-02 07:00:00,2020-01-02 09:23:00,235.911885449964
C1,A2,T1,2020-01-02 09:45:00,2020-01-02 12:12:00,232.472328994896
C1,A3,T1,2020-01-02 07:00:00,2020-01-02 09:29:00,230.280793999265
C1,A4,T1,2020-01-02 05:30:00,2020-01-02 07:55:00,233.679739188775
C1,A5,T1,2020-01-02 06:15:00,2020-01-02 08:43:00,237.228206218127
C1,B1,T1,2020-01-02 05:45:00,2020-01-02 08:48:00,295.324193731803
C1,B2,T1,2020-01-02 05:45:00,2020-01-02 08:57:00,297.292199314607
C1,B3,T1,2020-01-02 09:15:00,2020-01-02 12:22:00,300.050899898123
C1,B4,T1,2020-01-02 05:30:00,2020-01-02 08:36:00,299.868921765743
C1,B5,T1,2020-01-02 08:00:00,2020-01-02 10:57:00,301.072209771965
C1,D1,T1,2020-01-02 08:30:00,2020-01-02 12:30:00,402.470932047526
C1,D2,T1,2020-01-02 09:00:00,2020-01-02 13:09:00,407.038207924985
C1,D3,T1,2020-01-02 09:00:00,2020-01-02 13:09:00,402.532406616413
C1,D4,T1,2020-01-02 08:45:00,2020-01-02 12:46:00,403.061091650504
C1,D5,T1,2020-01-02 05:15:00,2020-01-02 09:16:00,409.934844112534
C1,E1,T1,2020-01-02 07:30:00,2020-01-02 11:57:00,432.724716557812
C1,E2,T1,2020-01-02 09:00:00,2020-01-02 13:23:00,426.196698585845
C1,E3,T1,2020-01-02 05:00:00,2020-01-02 09:22:00,430.354707169784
C1,E4,T1,2020-01-02 05:15:00,2020-01-02 09:43:00,431.050133429369
C1,E5,T1,2020-01-02 06:15:00,2020-01-02 10:36:00,431.686205419919
C2,A1,T1,2020-01-02 09:30:00,2020-01-02 11:56:00,236.354078095879
C2,A2,T1,2020-01-02 05:15:00,2020-01-02 07:33:00,239.696180002295
C2,A3,T1,2020-01-02 06:15:00,2020-01-02 08:37:00,235.548089056382
C2,A4,T1,2020-01-02 06:15:00,2020-01-02 08:36:00,233.693082469305
C2,A5,T1,2020-01-02 09:00:00,2020-01-02 11:32:00,232.941892882896
C2,B1,T1,2020-01-02 05:00:00,2020-01-02 08:06:00,300.081127637223
C2,B2,T1,2020-01-02 06:45:00,2020-01-02 09:56:00,296.968159093
C2,B3,T1,2020-01-02 05:15:00,2020-01-02 08:23:00,296.417231695632
C2,B4,T1,2020-01-02 08:00:00,2020-01-02 11:07:00,298.696256257455
C2,B5,T1,2020-01-02 07:30:00,2020-01-02 10:31:00,295.056765818751
C2,D1,T1,2020-01-02 05:00:00,2020-01-02 09:04:00,405.045058221926
C2,D2,T1,2020-01-02 08:15:00,2020-01-02 12:27:00,402.126886923365
C2,D3,T1,2020-01-02 08:30:00,2020-01-02 12:41:00,407.89535283989
C2,D4,T1,2020-01-02 05:30:00,2020-01-02 09:44:00,404.09817606409
C2,D5,T1,2020-01-02 09:15:00,2020-01-02 13:21:00,408.163802358531
C2,E1,T1,2020-01-02 09:30:00,2020-01-02 13:45:00,425.377463965352
C2,E2,T1,2020-01-02 05:15:00,2020-01-02 09:43:00,427.095237344822
C2,E3,T1,2020-01-02 05:15:00,2020-01-02 09:36:00,430.788362899032
C2,E4,T1,2020-01-02 08:00:00,2020-01-02 12:28:00,433.631271551239
C2,E5,T1,2020-01-02 09:00:00,2020-01-02 13:21:00,431.882121970933
C3,A1,T1,2020-01-02 09:15:00,2020-01-02 11:43:00,238.458381313218
C3,A2,T1,2020-01-02 05:30:00,2020-01-02 07:53:00,238.585081872805
C3,A3,T1,2020-01-02 06:00:00,2020-01-02 08:33:00,230.940369552051
C3,A4,T1,2020-01-02 07:45:00,2020-01-02 10:17:00,233.125269852458
C3,A5,T1,2020-01-02 07:15:00,2020-01-02 09:39:00,239.408001268287
C3,B1,T1,2020-01-02 05:15:00,2020-01-02 08:17:00,299.537165873886
C3,B2,T1,2020-01-02 05:00:00,2020-01-02 08:05:00,303.638267058534
C3,B3,T1,2020-01-02 06:15:00,2020-01-02 09:26:00,301.619272155679
C3,B4,T1,2020-01-02 05:45:00,2020-01-02 08:52:00,301.750252781527
C3,B5,T1,2020-01-02 06:15:00,2020-01-02 09:21:00,304.505222982435
C3,D1,T1,2020-01-02 08:15:00,2020-01-02 12:19:00,401.731370092071
C3,D2,T1,2020-01-02 08:45:00,2020-01-02 12:51:00,407.325147627923
C3,D3,T1,2020-01-02 05:30:00,2020-01-02 09:41:00,403.842962093687
C3,D4,T1,2020-01-02 07:30:00,2020-01-02 11:37:00,404.604000845417
C3,D5,T1,2020-01-02 07:15:00,2020-01-02 11:24:00,400.699884680213
C3,E1,T1,2020-01-02 08:30:00,2020-01-02 12:49:00,433.471695221711
C3,E2,T1,2020-01-02 08:15:00,2020-01-02 12:45:00,431.456982796929
C3,E3,T1,2020-01-02 09:00:00,2020-01-02 13:24:00,427.096534911692
C3,E4,T1,2020-01-02 08:15:00,2020-01-02 12:45:00,426.250482098088
C3,E5,T1,2020-01-02 06:15:00,2020-01-02 10:44:00,433.604174850252
C4,A1,T1,2020-01-02 07:30:00,2020-01-02 09:51:00,237.0663924888
C4,A2,T1,2020-01-02 07:30:00,2020-01-02 10:00:00,235.976200493725
C4,A3,T1,2020-01-02 07:15:00,2020-01-02 09:40:00,238.270208703791
C4,A4,T1,2020-01-02 07:30:00,2020-01-02 09:49:00,237.599897282904
C4,A5,T1,2020-01-02 06:30:00,2020-01-02 08:59:00,234.803392232543
C4,B1,T1,2020-01-02 09:30:00,2020-01-02 12:33:00,304.036110243122
C4,B2,T1,2020-01-02 09:30:00,2020-01-02 12:29:00,300.605831094606
C4,B3,T1,2020-01-02 06:30:00,2020-01-02 09:33:00,299.333219085067
C4,B4,T1,2020-01-02 07:45:00,2020-01-02 10:46:00,304.392710399006
C4,B5,T1,2020-01-02 08:15:00,2020-01-02 11:27:00,304.387901809732
C4,D1,T1,2020-01-02 05:45:00,2020-01-02 09:47:00,403.359075484739
C4,D2,T1,2020-01-02 07:00:00,2020-01-02 11:14:00,407.063468159227
C4,D3,T1,2020-01-02 05:00:00,2020-01-02 09:13:00,402.78593930182
C4,D4,T1,2020-01-02 08:15:00,2020-01-02 12:22:00,405.819204677357
C4,D5,T1,2020-01-02 06:00:00,2020-01-02 10:00:00,408.945968328778
C4,E1,T1,2020-01-02 07:00:00,2020-01-02 11:22:00,431.824386914529
C4,E2,T1,2020-01-02 08:00:00,2020-01-02 12:22:00,427.199563881684
C4,E3,T1,2020-01-02 08:00:00,2020-01-02 12:18:00,434.738051120649
C4,E4,T1,2020-01-02 07:15:00,2020-01-02 11:34:00,430.314251142599
C4,E5,T1,2020-01-02 07:30:00,2020-01-02 11:59:00,426.568721746262
C5,A1,T1,2020-01-02 06:15:00,2020-01-02 08:42:00,231.554917559713
C5,A2,T1,2020-01-02 07:45:00,2020-01-02 10:05:00,231.374080366449
C5,A3,T1,2020-01-02 08:00:00,2020-01-02 10:20:00,233.401386060051
C5,A4,T1,2020-01-02 08:15:00,2020-01-02 10:36:00,231.061453732769
C5,A5,T1,2020-01-02 08:45:00,2020-01-02 11:07:00,230.600113670451
C5,B1,T1,2020-01-02 06:45:00,2020-01-02 09:53:00,297.751238669631
C5,B2,T1,2020-01-02 07:30:00,2020-01-02 10:37:00,299.86871531541
C5,B3,T1,2020-01-02 09:30:00,2020-01-02 12:38:00,297.929924935189
C5,B4,T1,2020-01-02 07:45:00,2020-01-02 10:50:00,303.065766536849
C5,B5,T1,2020-01-02 09:30:00,2020-01-02 12:42:00,299.59938618358
C5,D1,T1,2020-01-02 09:15:00,2020-01-02 13:25:00,400.058207187206
C5,D2,T1,2020-01-02 07:45:00,2020-01-02 11:53:00,408.785510570874
C5,D3,T1,2020-01-02 07:45:00,2020-01-02 11:46:00,401.349351476035
C5,D4,T1,2020-01-02 09:30:00,2020-01-02 13:43:00,401.368136473623
C5,D5,T1,2020-01-02 06:45:00,2020-01-02 10:48:00,400.30127817314
C5,E1,T1,2020-01-02 05:45:00,2020-01-02 10:13:00,432.201659440512
C5,E2,T1,2020-01-02 08:00:00,2020-01-02 12:16:00,433.954452728357
C5,E3,T1,2020-01-02 08:15:00,2020-01-02 12:34:00,425.379951549674
C5,E4,T1,2020-01-02 05:45:00,2020-01-02 10:06:00,427.064515194156
C5,E5,T1,2020-01-02 05:00:00,2020-01-02 09:19:00,428.555310159326
D1,A1,T1,2020-01-02 07:30:00,2020-01-02 09:59:00,241.23669215409
D1,A2,T1,2020-01-02 05:45:00,2020-01-02 08:13:00,248.67870570603
D1,A3,T1,2020-01-02 08:30:00,2020-01-02 11:09:00,240.917057186626
D1,A4,T1,2020-01-02 09:00:00,2020-01-02 11:32:00,240.954430607013
D1,A5,T1,2020-01-02 06:15:00,2020-01-02 08:50:00,243.333999999297
D1,B1,T1,2020-01-02 08:15:00,2020-01-02 12:05:00,363.172886114072
D1,B2,T1,2020-01-02 05:00:00,2020-01-02 08:37:00,366.928230018532
D1,B3,T1,2020-01-02 08:15:00,2020-01-02 12:03:00,362.848416068968
D1,B4,T1,2020-01-02 06:30:00,2020-01-02 10:16:00,361.739443262794
D1,B5,T1,2020-01-02 06:00:00,2020-01-02 09:46:00,362.996629903904
D1,C1,T1,2020-01-02 05:15:00,2020-01-02 09:28:00,423.603828805762
D1,C2,T1,2020-01-02 08:15:00,2020-01-02 12:35:00,420.207677245227
D1,C3,T1,2020-01-02 06:45:00,2020-01-02 10:57:00,424.779930300657
D1,C4,T1,2020-01-02 09:15:00,2020-01-02 13:29:00,420.377927076914
D1,C5,T1,2020-01-02 05:30:00,2020-01-02 09:52:00,416.690978658663
D1,E1,T1,2020-01-02 06:30:00,2020-01-02 11:45:00,506.82406955126
D1,E2,T1,2020-01-02 08:30:00,2020-01-02 13:30:00,500.005589357434
D1,E3,T1,2020-01-02 05:00:00,2020-01-02 10:14:00,506.40897157269
D1,E4,T1,2020-01-02 08:30:00,2020-01-02 13:30:00,503.400738029591
D1,E5,T1,2020-01-02 09:30:00,2020-01-02 14:40:00,503.06348582749
D2,A1,T1,2020-01-02 07:30:00,2020-01-02 10:03:00,240.056835883257
D2,A2,T1,2020-01-02 06:45:00,2020-01-02 09:11:00,246.330279919495
D2,A3,T1,2020-01-02 06:00:00,2020-01-02 08:24:00,248.776845637711
D2,A4,T1,2020-01-02 06:45:00,2020-01-02 09:09:00,243.911987885446
D2,A5,T1,2020-01-02 09:15:00,2020-01-02 11:51:00,242.742864287281
D2,B1,T1,2020-01-02 07:15:00,2020-01-02 11:03:00,362.973777544234
D2,B2,T1,2020-01-02 05:15:00,2020-01-02 09:05:00,361.726575697722
D2,B3,T1,2020-01-02 05:15:00,2020-01-02 09:01:00,364.527225685394
D2,B4,T1,2020-01-02 08:00:00,2020-01-02 11:47:00,361.910485713051
D2,B5,T1,2020-01-02 08:45:00,2020-01-02 12:27:00,366.815959404206
D2,C1,T1,2020-01-02 09:15:00,2020-01-02 13:38:00,419.996210532755
